//Card Title,Card ID,Card Value,Card Type,Card Sub Type,Card Badge,Card Series,Year,Peak,Team,Franchise,LastName,FirstName,NickName,UniformNumber,DayOB,MonthOB,YearOB,Bats,Throws,Position,Pitcher Role,Contact,Gap,Power,Eye,Avoid Ks,BABIP,Contact vL,Gap vL,Power vL,Eye vL,Avoid K vL,BABIP vL,Contact vR,Gap vR,Power vR,Eye vR,Avoid K vR,BABIP vR,GB Hitter Type,FB Hitter Type,BattedBallType,Speed,Steal Rate,Stealing,Baserunning,Sac bunt,Bunt for hit,Stuff,Movement,Control,pHR,pBABIP,Stuff vL,Movement vL,Control vL,pHR vL,pBABIP vL,Stuff vR,Movement vR,Control vR,pHR vR,pBABIP vR,Fastball,Slider,Curveball,Changeup,Cutter,Sinker,Splitter,Forkball,Screwball,Circlechange,Knucklecurve,Knuckleball,Stamina,Hold,GB,Velocity,Arm Slot,Height,Infield Range,Infield Error,Infield Arm,DP,CatcherAbil,CatcherFrame,Catcher Arm,OF Range,OF Error,OF Arm,Pos Rating P,Pos Rating C,Pos Rating 1B,Pos Rating 2B,Pos Rating 3B,Pos Rating SS,Pos Rating LF,Pos Rating CF,Pos Rating RF,LearnC,Learn1B,Learn2B,Learn3B,LearnSS,LearnLF,LearnCF,LearnRF,era,tier,MissionValue,limit,owned,brefid,Buy Order High,Sell Order Low,Last 10 Price,Last 10 Price(VAR),date,
Snapshot RF Beals Becker BSN 1909,70827,68,7,,,,1909,N,Boston Doves,ATL,Becker,Beals,,7,5,7,1886,2,2,9,0,59,61,108,70,65,55,53,58,78,57,65,41,61,63,119,75,66,59,0,1,0,72,86,83,68,96,66,1,3,1,5,1,1,3,1,5,1,1,3,1,5,1,33,0,0,0,0,0,0,0,0,0,0,0,1,16,2,90-92,3,175,6,8,7,9,0,0,0,52,44,73,0,0,0,0,0,0,62,22,56,0,0,0,0,0,1,1,1,0,1,2,0,0,beckebe01,88,110,88,0,2025-03-14,
MLB 2025 Live SP Tristan Beck SF,72684,65,1,,,,2025,N,San Francisco Giants,SFG,Beck,Tristan,,43,24,6,1996,1,1,1,11,28,16,2,9,26,33,30,17,3,10,28,34,28,16,2,9,26,33,2,2,0,16,13,7,29,29,22,65,77,85,79,73,62,74,84,76,70,68,80,87,83,74,79,77,73,65,0,0,0,0,0,0,0,0,51,61,3,93-95,3,193,28,56,63,44,1,1,1,34,21,13,90,0,70,26,37,0,22,0,0,0,1,1,1,0,1,0,0,8,1,2,0,1,becktr01,34,90,66,0,2025-03-14,
MLB 2025 Live LF Jordan Beck COL,72609,56,1,,,,2025,N,Colorado Rockies,COL,Beck,Jordan,,27,19,4,2001,1,1,7,0,73,88,62,72,62,83,75,91,65,71,65,85,72,87,62,73,62,82,2,0,0,75,55,83,69,26,38,1,20,1,1,60,1,20,1,1,59,1,21,1,1,62,9,0,0,0,0,0,0,0,0,0,0,0,1,0,3,80-83,3,188,51,38,51,33,3,3,5,64,63,75,92,0,76,35,31,20,79,44,71,0,1,1,1,1,1,1,1,8,0,1,0,1,beckjo01,9,30,27,0,2025-03-14,
Rookie Sensation RP Larry Bearnarth NYM 1963,71483,51,3,,,,1963,N,New York Mets,NYM,Bearnarth,Larry,,31,11,9,1940,1,1,1,12,4,5,2,2,1,2,4,5,2,3,1,2,4,5,2,2,1,2,1,1,0,9,5,6,13,28,49,37,91,54,94,85,34,73,45,72,76,39,106,61,113,94,0,41,0,0,0,0,40,0,0,0,0,0,24,51,1,88-90,4,188,35,20,26,23,0,0,0,7,7,6,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,bearnla01,6,32,22,234,2025-03-14,
Unsung Heroes RP Belve Bean CLE 1934,70357,54,8,,,,1934,N,Cleveland,CLE,Bean,Belve,Bill,17,25,4,1905,1,1,1,12,3,3,2,3,1,1,3,3,2,3,1,1,3,3,2,3,1,1,0,2,0,13,4,6,22,24,51,65,83,48,79,92,64,76,41,76,77,66,88,54,81,104,0,74,0,0,0,0,86,0,0,0,0,0,24,33,3,89-91,3,185,35,20,26,23,0,0,0,6,2,3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,beanbe01,6,97,27,375,2025-03-14,
MLB 2025 Live RP Eduard Bazardo SEA,72160,69,1,,,,2025,N,Seattle Mariners,SEA,Bazardo,Eduard,,83,1,9,1995,1,1,1,12,12,6,4,9,19,5,12,6,4,9,19,5,12,6,4,9,19,5,1,1,0,18,18,18,19,29,9,77,71,79,65,83,76,70,79,65,80,79,73,81,67,87,89,0,87,0,0,75,70,0,0,0,0,0,18,52,2,95-97,3,183,27,44,50,33,1,1,1,3,3,3,81,0,52,16,23,0,0,0,0,0,1,1,1,0,0,0,0,8,1,2,0,1,bazared01,50,177,108,0,2025-03-14,
MLB 2025 Live SP Shane Baz TB,71879,59,1,,,,2025,N,Tampa Bay Rays,TBD,Baz,Shane,,11,17,6,1999,1,1,1,11,18,20,24,24,14,23,19,21,25,25,15,24,18,20,24,24,14,23,3,2,0,19,13,20,25,39,10,67,86,75,76,107,66,86,75,76,107,68,87,75,76,109,98,80,74,65,0,0,0,0,0,0,0,0,54,61,3,96-98,4,188,41,51,64,27,2,2,3,31,35,29,94,0,76,29,40,20,25,0,12,0,1,1,1,1,1,0,1,8,0,1,0,1,bazsh01,10,49,29,0,2025-03-14,
Unsung Heroes SP Bill Bayne SLA 1921,70376,70,8,,,,1921,N,St. Louis Browns,BAL,Bayne,Bill,Beverly,14,18,4,1899,2,2,1,11,5,5,5,9,2,4,5,8,9,5,1,4,6,5,4,11,3,5,2,2,0,16,3,6,29,29,27,120,75,38,66,95,125,88,42,79,107,119,71,38,61,91,80,83,136,0,0,0,0,0,0,0,0,0,53,44,2,90-92,3,175,29,20,24,23,0,0,0,4,9,9,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,0,baynebi01,175,500,388,0,2025-03-14,
MLB 2025 Live RP Felix Bautista BAL,71800,92,1,,,,2025,N,Baltimore Orioles,BAL,Bautista,Felix,,74,20,6,1995,1,1,1,12,18,15,1,28,20,16,19,16,1,29,21,17,18,15,1,28,20,16,0,0,0,16,11,23,14,69,2,126,81,74,70,103,117,77,73,67,98,135,83,75,72,106,135,0,133,0,0,129,131,0,0,0,0,0,16,68,2,97-99,3,203,28,13,54,11,2,2,1,43,20,57,55,0,53,0,0,0,43,0,35,0,1,0,0,0,1,0,1,8,4,50,0,0,bautife01,4200,5590,5533,0,2025-03-14,
All-Time Legend RF Danny Bautista ARI Peak,71364,58,4,,,,2004,Y,Arizona Diamondbacks,ARI,Bautista,Danny,,29,24,5,1972,1,1,9,0,72,70,58,49,82,63,70,66,71,53,88,55,73,72,55,48,80,66,0,0,0,52,21,67,47,48,54,1,3,1,4,1,1,3,1,4,1,1,3,1,4,1,41,0,0,0,0,0,0,0,0,0,0,0,1,8,2,92-94,3,180,9,8,1,3,0,0,0,76,93,79,0,0,0,0,0,0,99,68,90,0,0,0,0,0,1,1,1,5,0,1,0,0,bautida01,14,30,30,0,2025-03-14,
MLB 2025 Live RP Mike Baumann MIA,72283,49,1,,,,2025,N,Miami Marlins,FLA,Baumann,Mike,,55,10,9,1995,1,1,1,12,21,17,18,15,21,22,22,18,20,16,23,23,21,17,18,15,21,22,0,0,0,16,17,16,14,24,25,72,63,63,61,68,72,63,63,61,68,73,64,64,62,68,104,82,76,54,0,0,0,0,0,0,0,0,19,50,3,97-99,4,193,32,24,39,17,1,1,3,47,53,56,68,0,56,1,6,0,53,12,44,0,1,1,1,0,1,1,1,8,0,1,0,1,baumami01,12,67,40,0,2025-03-14,
MLB 2025 Live 3B Brett Baty NYM,72322,69,1,,,,2025,N,New York Mets,NYM,Baty,Brett,,2,13,11,1999,2,1,5,0,71,63,80,76,67,76,67,61,75,72,63,74,73,64,83,78,69,77,3,2,0,49,12,12,38,24,12,1,26,14,1,77,1,25,14,1,75,1,28,15,1,82,33,0,0,0,0,0,0,0,0,0,0,0,57,47,2,90-92,3,191,50,53,81,40,1,1,3,45,45,56,103,0,88,43,55,36,50,9,41,0,1,1,1,1,1,1,1,8,1,2,0,0,batybr01,44,108,77,0,2025-03-14,
Snapshot 2B Tony Batista ARI 1998,71054,69,7,,,,1998,N,Arizona Diamondbacks,ARI,Batista,Tony,,10,9,12,1973,1,1,4,0,65,69,130,41,78,55,93,72,128,64,107,78,58,69,131,33,72,47,0,2,2,33,16,58,36,4,9,1,3,1,5,1,1,3,1,5,1,1,3,1,5,1,37,0,0,0,0,0,0,0,0,0,0,0,1,14,2,91-93,4,183,72,70,60,66,0,0,0,8,3,3,0,0,0,76,64,58,0,0,0,0,0,1,1,1,0,0,0,5,1,2,0,0,batisto01,200,340,246,0,2025-03-14,
MLB 2025 Live SP Brady Basso ATH,72122,67,1,,,,2025,N,Athletics,OAK,Basso,Brady,,66,8,10,1997,1,2,1,11,16,20,2,19,16,17,17,21,2,20,17,18,16,20,2,19,16,17,0,0,0,11,3,6,23,46,9,65,76,95,73,83,64,75,95,73,80,65,77,95,74,84,71,0,70,69,74,0,0,0,0,0,0,0,54,55,3,92-94,3,188,26,27,55,22,1,1,3,6,18,21,68,0,47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,2,0,0,bassobr01,50,100,78,0,2025-03-14,
MLB 2025 Live SP Chris Bassitt TOR,71900,60,1,,,,2025,N,Toronto Blue Jays,TOR,Bassitt,Chris,,40,22,2,1989,1,1,1,11,20,22,6,16,17,25,22,23,7,17,18,26,20,22,6,16,17,25,0,0,0,17,16,12,25,52,27,66,79,77,76,85,63,75,77,73,80,68,82,78,78,90,74,64,61,58,63,71,56,0,0,0,0,0,55,48,3,93-95,3,196,29,31,46,13,1,1,1,6,17,48,72,0,60,0,13,0,0,0,0,0,1,0,1,0,0,0,0,8,1,2,0,1,bassich01,77,145,141,0,2025-03-14,
Negro League Star SP Pepper Bassett HoGr 1936,71770,70,2,,,,1936,N,Homestead Grays,HoGr,Bassett,Pepper,Rocking Chair,90,5,8,1910,3,1,2,0,73,63,84,65,80,65,68,61,77,61,75,63,74,64,88,67,83,66,1,1,0,17,15,8,31,29,9,48,61,54,58,67,49,61,54,58,68,48,60,55,58,66,52,0,64,71,0,0,0,0,0,0,0,0,60,46,3,88-90,3,191,29,21,22,19,53,53,53,10,5,4,57,45,47,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,5,0,0,bassepe01,156,298,356,0,2025-03-14,
All-Time Legend RP Anthony Bass MIA Peak,71329,53,4,,,,2022,Y,Miami Marlins,FLA,Bass,Anthony,,52,1,11,1987,1,1,1,12,14,41,19,26,15,12,15,42,20,26,16,13,14,41,19,26,15,12,0,0,0,18,5,11,29,28,8,57,81,58,73,97,51,70,57,64,83,61,89,59,80,107,49,59,0,0,0,63,51,0,0,0,0,0,24,65,2,88-90,4,188,27,20,23,23,0,0,0,3,10,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,bassan01,6,40,26,102,2025-03-14,
MLB 2025 Live C Joey Bart PIT,72507,67,1,,,,2025,N,Pittsburgh Pirates,PIT,Bart,Joey,,21,15,12,1996,1,1,2,0,75,67,76,66,62,90,78,69,81,71,66,94,74,67,75,65,61,89,0,0,0,48,13,11,36,40,14,1,20,1,1,60,1,20,1,1,59,1,20,1,1,60,33,0,0,0,0,0,0,0,0,0,0,0,1,0,3,90-92,4,191,33,34,51,16,60,63,69,23,45,49,79,61,62,7,19,0,22,0,15,1,1,1,1,0,1,0,1,8,1,2,0,0,bartjo01,39,118,77,0,2025-03-14,
All-Time Legend RF Shad Barry PHI Peak,71365,59,4,,,,1902,Y,Philadelphia Phillies,PHI,Barry,Shad,,32,27,10,1878,1,1,9,0,75,65,45,64,102,55,75,95,65,79,98,58,75,57,38,59,103,55,1,1,0,68,76,78,64,97,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,0,0,0,0,0,0,0,0,0,0,0,1,23,2,89-91,4,183,96,45,64,49,0,0,0,58,79,93,0,0,84,83,0,0,79,0,76,0,1,1,0,0,1,0,1,0,0,1,0,0,barrysh01,6,97,35,2500,2025-03-14,
Snapshot SP Red Barrett BSN 1943,70670,63,7,,,,1943,N,Boston Braves,ATL,Barrett,Red,,19,14,2,1915,1,1,1,11,9,20,8,15,13,4,8,11,5,24,7,7,10,23,10,12,15,4,0,2,0,6,5,6,7,75,22,41,86,92,67,124,34,84,69,59,134,47,88,117,74,117,40,0,53,63,0,0,0,0,47,0,0,0,80,86,2,88-90,4,180,28,31,27,23,0,0,0,1,9,1,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,barrere01,50,85,118,2837,2025-03-14,
Rookie Sensation SP Bob Barr PT1 1883,71587,63,3,,,,1883,N,Pittsburgh Alleghenys,PIT,Barr,Bob,,46,24,12,1856,1,1,1,11,61,61,8,57,76,50,64,63,9,58,79,52,61,61,8,57,76,50,2,0,0,82,90,84,65,3,15,70,50,74,65,22,66,49,74,63,21,73,52,75,68,22,71,71,91,0,0,62,0,0,0,0,0,0,85,70,2,90-92,4,185,25,17,20,18,0,0,0,71,55,62,48,0,36,0,0,0,0,53,72,0,0,0,0,0,0,1,0,0,1,2,0,0,barrbo01,35,70,67,0,2025-03-14,
All-Time Legend 2B Darwin Barney CHC 2012,71692,63,4,,,,2012,N,Chicago Cubs,CHC,Barney,Darwin,Dar Bar,15,8,11,1985,1,1,4,0,90,69,30,48,121,67,101,66,17,39,121,78,88,70,34,51,121,64,1,0,0,69,43,75,72,30,57,1,3,1,4,1,1,3,1,4,1,1,3,1,4,1,37,27,0,0,0,0,0,0,0,0,0,0,1,16,2,91-93,3,178,103,93,89,92,0,0,0,8,10,10,0,0,0,122,108,105,0,0,0,0,0,1,1,1,0,0,0,6,1,2,0,0,barneda01,176,222,192,3687,2025-03-14,
Snapshot RF Brandon Barnes COL 2014,70781,55,7,,,,2014,N,Colorado Rockies,COL,Barnes,Brandon,Superman,1,15,5,1986,1,1,9,0,69,108,73,50,40,99,67,86,49,51,58,77,69,115,81,50,35,107,2,2,0,70,70,67,68,47,6,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,33,0,0,0,0,0,0,0,0,0,0,0,1,14,2,90-92,3,188,4,6,3,8,0,0,0,63,63,74,0,0,0,0,0,0,78,42,70,0,0,0,0,0,1,1,1,6,0,1,0,0,barnebr02,35,0,43,734,2025-03-14,
MLB 2025 Live C Austin Barnes LAD,72644,40,1,,,,2025,N,Los Angeles Dodgers,LAD,Barnes,Austin,Sam,15,28,12,1989,1,1,2,0,65,54,33,75,74,58,65,54,34,76,75,58,65,54,33,75,74,58,0,0,0,27,20,85,54,43,28,1,21,3,1,61,1,21,3,1,61,1,21,3,1,61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,75-80,4,178,44,61,51,48,68,68,44,54,53,54,101,57,64,42,40,27,60,23,50,1,1,1,1,1,1,1,1,8,0,1,0,1,barneau01,13,30,30,0,2025-03-14,
MLB 2025 Live RP Scott Barlow CIN,72434,66,1,,,,2025,N,Cincinnati Reds,CIN,Barlow,Scott,,58,18,12,1992,1,1,1,12,28,21,2,18,32,27,29,22,3,20,34,28,28,21,2,18,32,27,0,0,0,9,8,5,15,63,13,101,71,60,63,87,95,68,60,62,81,106,73,61,65,91,76,98,109,0,0,0,0,0,0,0,0,0,14,53,2,91-93,4,191,15,31,48,26,0,0,0,0,0,0,58,0,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,2,0,1,barlosc01,38,109,105,0,2025-03-14,
Unsung Heroes RP Mike Barlow CAL 1977,70350,58,8,,,,1977,N,California Angels,ANA,Barlow,Mike,,33,30,4,1948,2,1,1,12,3,2,1,2,1,1,3,2,1,2,1,1,3,3,2,3,1,1,1,1,0,5,3,6,6,22,55,48,104,53,101,111,43,78,47,72,90,52,132,58,135,128,51,49,0,0,0,0,0,0,0,0,0,0,24,115,0,90-92,3,198,27,20,23,23,0,0,0,1,2,5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,barlomi01,6,0,35,433,2025-03-14,
MLB 2025 Live 3B Addison Barger TOR,71919,72,1,,,,2025,N,Toronto Blue Jays,TOR,Barger,Addison,,47,12,11,1999,2,1,5,0,74,94,77,75,75,74,71,90,74,74,71,73,75,95,78,76,76,75,0,0,0,66,25,70,68,59,46,1,20,1,1,60,1,20,1,1,58,1,20,1,1,60,9,0,0,0,0,0,0,0,0,0,0,0,1,0,4,80-83,3,183,63,58,76,67,1,1,2,59,46,68,115,0,79,66,64,53,69,33,61,0,1,1,1,1,1,1,1,8,2,5,0,1,bargead01,135,400,328,0,2025-03-14,
Unsung Heroes SP Ray Bare DET 1975,70386,63,8,,,,1975,N,Detroit Tigers,DET,Bare,Ray,,21,15,4,1949,1,1,1,11,3,2,2,2,1,1,3,3,2,3,1,1,3,2,2,2,1,1,0,0,0,5,3,6,7,23,59,53,69,76,79,49,38,64,60,72,50,63,77,92,92,49,58,0,68,72,0,0,0,0,0,0,0,0,65,115,2,89-91,3,188,35,20,26,23,0,0,0,8,6,2,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,barera01,26,70,46,0,2025-03-14,
Unsung Heroes 3B William Barbeau PIT 1909,70480,49,8,,,,1909,N,Pittsburgh Pirates,PIT,Barbeau,William,,15,10,6,1882,1,1,5,0,56,78,26,108,69,44,54,121,26,80,71,37,57,70,26,117,69,47,1,0,0,66,88,87,83,48,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,0,0,0,0,0,0,0,0,0,0,0,1,8,2,89-91,4,165,49,44,64,44,0,0,0,2,6,7,0,0,0,40,42,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,barbeja01,6,30,22,107,2025-03-14,
Unsung Heroes RF Jimmy Bannon BSN 1895,70423,90,8,,,,1895,N,Boston Beaneaters,ATL,Bannon,Jimmy,Foxy Grandpa,90,5,5,1871,1,1,9,0,92,118,76,89,78,101,98,124,79,92,83,104,91,117,76,88,78,100,0,1,0,56,82,84,60,53,5,41,39,41,58,1,39,37,41,56,1,43,41,42,61,1,51,49,0,44,0,0,0,0,0,0,0,0,1,6,2,90-92,4,165,8,10,5,5,0,0,0,63,43,109,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,1,0,4,50,0,0,bannoji01,0,13131,5383,0,2025-03-14,
Rookie Sensation SP Floyd Bannister HOU 1977,71515,72,3,,,,1977,N,Houston Astros,HOU,Bannister,Floyd,,38,10,6,1955,2,2,1,11,3,1,1,2,1,1,3,1,1,2,1,1,4,2,2,3,1,2,1,0,0,10,3,6,17,31,2,105,77,41,79,73,142,102,31,118,72,96,72,46,72,73,76,0,99,138,0,0,0,0,0,0,0,0,67,38,4,90-92,3,185,22,39,28,23,0,0,0,5,3,4,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,0,bannifl01,0,330,277,956,2025-03-14,
Snapshot SS Alan Bannister CWS 1977,69347,55,7,,,,1977,N,Chicago White Sox,CHW,Bannister,Alan,,7,3,9,1951,1,1,6,0,79,49,16,76,105,62,88,67,26,78,134,59,77,42,13,76,97,63,0,1,0,59,25,62,85,12,22,1,3,1,5,1,1,3,1,5,1,1,3,1,5,1,33,0,0,0,0,0,0,0,0,0,0,0,1,9,2,90-92,4,180,58,48,55,55,0,0,0,74,65,52,0,0,0,52,0,36,86,58,72,0,0,1,0,1,1,1,1,3,0,1,0,1,bannial01,6,118,42,0,2025-03-14,
MLB 2025 Live RP Tanner Banks PHI,72346,63,1,,,,2025,N,Philadelphia Phillies,PHI,Banks,Tanner,,57,24,10,1991,1,2,1,12,19,17,3,25,16,23,20,18,3,25,17,24,19,17,3,25,16,23,0,0,0,16,19,6,23,43,6,74,65,86,63,71,86,71,89,68,77,70,64,85,62,69,82,82,0,67,0,70,0,0,0,0,0,0,20,81,2,94-96,3,185,13,33,37,14,1,1,1,11,24,25,53,0,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,2,0,0,banksta01,37,85,87,0,2025-03-14,
MLB 2025 Live RP Anthony Banda LAD,72642,50,1,,,,2025,N,Los Angeles Dodgers,LAD,Banda,Anthony,,50,10,8,1993,2,2,1,12,26,30,3,16,30,25,26,30,3,15,29,25,27,31,4,17,31,26,0,0,0,17,15,3,34,57,7,72,60,70,54,74,82,69,75,61,87,69,58,69,52,72,90,75,0,52,0,70,0,0,0,0,0,0,19,67,2,96-98,3,188,17,32,47,12,0,0,0,0,0,0,60,0,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,1,0,0,bandaan01,6,24,25,0,2025-03-14,
Negro League Star SP Gerardo Ballesteros JCC 1916,71753,66,2,,,,1916,N,Jersey City/Poughkeepsie Cubans,JCC,Ballesteros,Gerardo,,6,21,4,1895,1,1,1,11,42,32,12,55,22,61,43,33,13,56,23,62,42,32,12,55,22,61,1,0,0,9,4,11,29,21,3,68,77,69,72,87,66,75,69,71,83,69,79,70,74,90,64,65,91,89,0,0,0,0,0,0,0,0,63,50,2,89-91,3,173,29,16,22,21,1,1,1,55,59,65,52,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,1,0,1,2,0,0,ballege98,33,114,113,2223,2025-03-14,
Snapshot SP Jeff Ballard BAL 1989,70615,55,7,,,,1989,N,Baltimore Orioles,BAL,Ballard,Jeff,,29,13,8,1963,2,2,1,11,3,2,1,2,1,1,3,2,1,2,1,1,3,3,2,3,1,1,1,2,0,10,5,6,16,26,24,33,77,77,76,81,43,70,71,63,85,29,79,79,79,80,35,0,0,49,0,44,0,0,0,0,0,0,71,47,2,88-90,4,188,35,20,26,23,0,0,0,7,6,2,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,ballaje01,6,48,29,0,2025-03-14,
Snapshot SP Mark Baldwin CHC 1890,70744,53,7,,,,1890,N,Chicago Colts,CHC,Baldwin,Mark,Fido,90,29,10,1863,1,1,1,11,35,70,52,56,23,50,36,71,53,57,24,51,35,70,52,56,23,50,0,0,0,86,91,80,62,7,6,70,72,48,69,80,67,70,48,67,76,73,76,49,72,85,74,0,0,93,0,71,0,0,0,0,0,0,91,59,2,90-92,3,183,28,22,21,13,0,0,0,3,1,8,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,baldwma01,6,26,29,0,2025-03-14,
Unsung Heroes C Kid Baldwin CN2 1889,70509,44,8,,,,1889,N,Cincinnati Red Stockings,CIN,Baldwin,Kid,,17,1,11,1864,1,1,2,0,53,121,41,42,57,49,55,129,44,44,60,51,53,119,41,42,57,49,1,0,0,79,94,84,68,7,10,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,33,26,0,2,0,0,0,0,0,0,0,0,1,17,2,90-92,4,168,7,4,8,9,56,57,59,8,1,5,0,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,baldwki01,6,25,28,500,2025-03-14,
Rookie Sensation SP James Baldwin CWS 1996,71569,62,3,,,,1996,N,Chicago White Sox,CHW,Baldwin,James,,37,15,7,1971,1,1,1,11,3,3,2,3,1,1,3,3,2,3,1,1,3,3,2,3,1,1,0,0,0,15,4,6,26,24,54,75,78,76,67,100,78,85,70,79,98,73,72,81,58,102,69,60,103,85,52,0,0,0,0,0,0,0,68,33,4,90-92,3,191,27,13,21,23,0,0,0,3,3,10,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0,baldwja01,175,887,239,5000,2025-03-14,
MLB 2025 Live 2B Brooks Baldwin CWS,71950,51,1,,,,2025,N,Chicago White Sox,CHW,Baldwin,Brooks,,27,15,8,2000,3,1,4,0,75,74,56,60,76,75,78,76,58,63,79,77,75,74,56,60,76,75,0,0,0,83,59,80,73,54,46,1,24,8,1,70,1,24,8,1,70,1,24,8,1,71,5,0,0,0,0,0,0,0,0,0,0,0,1,17,4,75-80,4,183,60,70,65,61,2,2,1,65,63,46,117,0,79,64,61,50,73,41,59,0,1,1,1,1,1,1,1,8,0,1,0,1,baldwbr01,15,53,41,0,2025-03-14,
Rookie Sensation CF Rocco Baldelli TB 2003,71618,52,3,,,,2003,N,Tampa Bay Devil Rays,TBD,Baldelli,Rocco,,5,25,9,1981,1,1,8,0,77,68,41,49,68,89,74,74,49,34,70,78,79,66,39,54,68,93,0,2,0,83,80,81,94,11,8,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,41,0,0,0,0,0,0,0,0,0,0,0,1,15,2,92-94,4,193,4,7,4,8,0,0,0,72,59,110,0,0,0,0,0,0,0,62,95,0,0,0,0,0,0,1,1,5,0,1,0,0,baldero01,6,35,16,500,2025-03-14,
Snapshot 1B Steve Balboni KC 1986,71120,54,7,,,,1986,N,Kansas City Royals,KCR,Balboni,Steve,,45,16,1,1957,1,1,3,0,38,111,104,66,42,37,50,104,98,100,47,54,35,114,106,57,41,33,2,2,2,6,5,6,5,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,0,0,0,0,0,0,0,0,0,0,0,1,7,2,89-91,3,191,24,18,24,31,0,0,0,9,3,3,0,0,41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,1,balbost01,6,69,90,5278,2025-03-14,
MLB 2025 Live 1B Luken Baker STL,72542,62,1,,,,2025,N,St. Louis Cardinals,STL,Baker,Luken,,79,10,3,1997,1,1,3,0,58,62,95,82,62,56,59,64,99,87,64,57,58,62,94,81,62,56,3,2,0,3,4,16,11,44,6,1,52,18,38,80,1,48,18,36,74,1,56,19,41,87,41,28,0,17,0,0,0,0,0,0,0,0,44,28,2,92-94,3,193,18,37,75,15,4,4,4,23,28,17,72,0,49,0,22,0,11,0,0,0,1,0,1,0,1,0,0,8,1,2,0,1,bakerlu01,30,150,66,0,2025-03-14,
Snapshot 2B Jeff Baker COL 2008,71047,54,7,,,,2008,N,Colorado Rockies,COL,Baker,Jeff,,10,21,6,1981,1,1,4,0,71,94,70,62,55,89,75,99,111,64,69,81,70,93,60,62,51,92,0,0,0,40,17,86,49,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,0,0,0,0,0,0,0,0,0,0,0,1,16,2,91-93,3,188,60,62,63,74,0,0,0,58,63,54,0,0,88,66,58,0,67,0,56,0,1,1,1,0,1,0,1,6,0,1,0,0,bakerje03,13,79,85,19806,2025-03-14,
Hardware Heroes 3B Frank Baker PHA 1913,70326,100,9,,,,1913,N,Philadelphia Athletics,OAK,Baker,Home Run,Frank,21,13,3,1886,2,1,5,0,121,123,115,88,127,107,99,104,98,91,122,77,132,133,122,87,128,118,2,0,0,70,83,85,72,27,10,1,3,1,4,1,1,3,1,4,1,1,3,1,4,1,29,0,0,0,0,0,0,0,0,0,0,0,1,8,2,89-91,4,180,76,34,84,79,0,0,0,2,10,8,0,0,0,0,66,0,0,0,0,0,0,0,1,0,0,0,0,0,5,200,0,0,bakerfr01,48005,95000,94444,0,2025-03-14,
Nolan Ryan Mission - Hardware Heroes LF Dusty Baker LAD 1981,72785,78,9,,,Nolan Ryan Mission,1981,N,Los Angeles Dodgers,LAD,Baker,Dusty,,12,15,6,1949,1,1,7,0,108,72,78,59,86,119,110,79,67,44,81,131,108,70,84,65,88,117,0,0,0,57,67,68,48,34,21,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,29,0,0,0,0,0,0,0,0,0,0,0,1,22,2,89-91,4,188,10,3,2,1,0,0,0,60,92,73,0,0,0,0,0,0,78,0,0,0,0,0,0,0,1,0,0,4,2,5,0,0,bakerdu01,403,744,888,24152,2025-03-14,
